           1.4000000           0.0000000           0.0396626           1.2971541           3.5471834           3.6305245           3.7306969           4.1584023          -0.2046261
           1.5000000           0.0000000           0.7089832           1.1307511           1.6738696           1.6786434           1.9739433           2.6829125           0.1164127
           1.6000000           0.0000000           0.2569827           0.4084294           0.6093503           0.6509886           0.9887844           1.7372415           0.4895773
           1.7000000           0.0000000           0.0870520           0.1127825           0.2807461           0.3877483           0.5962865           1.7080492           0.8641152
           1.8000000           0.0000000           0.1678920           0.3305314           0.5099273           0.9255759           0.9998724           2.2636496           1.3493249
           1.9000000           0.0000000           0.2799329           0.5081539           1.2405949           1.2879879           1.7777821           2.8467699           1.4901882
           2.0000000           0.0000000           0.1355139           0.5199630           1.6816916           1.9330920           2.5780718           3.0936760           1.4682321
           2.1000000           0.0000000           0.2357974           0.5866257           2.3715464           2.8229909           2.8370538           3.5842371           1.2901655
           2.2000000           0.0000000           0.6779050           0.7998572           2.3874008           3.2940582           3.9172604           4.6108489           1.0980915
           2.3000000           0.0000000           0.4542845           1.5162444           1.5304965           4.0715446           4.3836776           5.1159282           0.6918508
           2.4000000           0.0000000           0.2041807           0.6353206           2.6443802           3.6942461           4.7014665           6.1034179           0.2992562
