     0          0.0048956          0.8036057          0.8919758          0.9284353          1.0354994          1.0997517          1.1711428          1.2760512
     1          0.0000000          0.8217704          0.9095425          0.9281820          1.0272475          1.1431704          1.1990568          1.2079239
     2          0.7373117          0.9009667          1.1037523          1.1922384          1.2245216          1.3596755          1.4701505          1.5437371
     3          0.7747975          0.8397965          1.0895667          1.1707447          1.2599400          1.3875485          1.4310997          1.5658034
     4          0.6207623          1.0019401          1.1267441          1.1986591          1.5199696          1.5793020          1.6375104          1.6830808
     5          0.5983745          1.0103081          1.1412644          1.2117574          1.5036617          1.5903611          1.6385972          1.6551073
     6          0.6029799          0.6763435          0.8662189          1.3505207          1.3762511          1.4747612          1.6368961          1.6765770
     7          0.6107613          0.6761265          0.8604579          1.3986461          1.4207598          1.4444651          1.6240684          1.7012472
     8          0.8242551          1.0803882          1.1114207          1.2012522          1.4262060          1.4590368          1.5456284          1.6326847
     9          0.8507187          1.0639108          1.1177416          1.2593816          1.4295730          1.4553809          1.5192299          1.6333517
    10          0.9437902          1.1074235          1.1501849          1.2348799          1.3129776          1.3523790          1.4615230          1.5385285
    11          0.9735871          1.1094199          1.1809678          1.2149991          1.2775931          1.3573158          1.4630999          1.5612010
    12          0.7187697          0.7776026          0.8961907          1.0155905          1.2352684          1.2765006          1.3541413          1.4335725
    13          0.7469609          0.8147056          0.8973436          0.9913893          1.2231254          1.2842186          1.3273097          1.4295774
    14          0.7187697          0.7776026          0.8961907          1.0155905          1.2352685          1.2765005          1.3541413          1.4335725
    15          0.7469609          0.8147056          0.8973436          0.9913893          1.2231254          1.2842186          1.3273097          1.4295774
    16          0.9437902          1.1074234          1.1501849          1.2348798          1.3129776          1.3523790          1.4615230          1.5385285
    17          0.9735871          1.1094199          1.1809678          1.2149991          1.2775931          1.3573158          1.4630999          1.5612010
    18          0.8242551          1.0803882          1.1114207          1.2012522          1.4262060          1.4590368          1.5456283          1.6326846
    19          0.8507187          1.0639109          1.1177416          1.2593816          1.4295730          1.4553809          1.5192298          1.6333516
    20          0.6029799          0.6763435          0.8662189          1.3505207          1.3762511          1.4747612          1.6368961          1.6765770
    21          0.6107612          0.6761265          0.8604580          1.3986460          1.4207598          1.4444650          1.6240684          1.7012472
    22          0.6207623          1.0019401          1.1267441          1.1986591          1.5199696          1.5793019          1.6375104          1.6830808
    23          0.5983745          1.0103082          1.1412644          1.2117574          1.5036617          1.5903611          1.6385972          1.6551073
    24          0.7373117          0.9009667          1.1037523          1.1922384          1.2245216          1.3596755          1.4701505          1.5437371
    25          0.7747975          0.8397964          1.0895667          1.1707447          1.2599399          1.3875485          1.4310997          1.5658034
