     0          0.1677499          0.3727833          1.8052227          2.1613746          2.9395630          2.9717226          3.2223397          3.3736452
     1          2.7920512          4.2514832          4.5109294          4.6339743          4.9544568          5.0537438          5.1332651          5.3000505
     2          0.0000000          0.0519120          0.7803026          0.7985687          1.2570237          1.5637791          2.4881373          2.6924028
     3          2.7920511          4.2514825          4.5109295          4.6339752          4.9544566          5.0537438          5.1332653          5.3000508
     4          2.9921659          3.0800525          3.8374145          3.9973470          4.4451927          4.5617520          4.6486752          4.8069660
     5          3.7531725          4.6135360          4.8557511          5.2318851          5.3298342          5.5295223          5.6618435          5.7302851
     6          3.5432464          3.6058753          4.1743535          4.3064465          4.5970601          4.8250893          4.9024465          5.0230538
     7          3.4111532          4.2882521          4.6924682          4.8255423          4.9406874          5.2199786          5.3248406          5.4888094
     8          2.5624991          2.6869145          3.6120187          3.7334767          4.2879556          4.4028812          4.6733882          4.7310214
     9          3.4646493          3.6065677          3.8661920          4.4148534          4.6782143          5.1504440          5.4133300          5.7933129
    10          2.5012407          2.7146769          3.1718556          3.4337898          3.7246963          3.8626121          4.4614706          4.6938585
    11          3.0196224          3.6216148          4.1751689          4.9154075          5.0540042          5.3675878          5.6513343          5.7674860
    12          1.4087041          1.6934464          1.9072239          2.0380854          2.1490883          2.4892318          3.0370615          3.0703299
    13          3.9656306          4.4338023          4.6322346          4.8358575          5.0663869          5.1603177          5.3198476          5.4426379
    14          0.8259331          1.2097500          1.8571830          1.9090025          2.2155275          2.3178669          2.4905666          2.7504835
    15          3.9656307          4.4338015          4.6322345          4.8358572          5.0663870          5.1603179          5.3198475          5.4426384
    16          2.5624994          2.6869133          3.6120196          3.7334764          4.2879559          4.4028817          4.6733889          4.7310212
    17          3.0196229          3.6216151          4.1751691          4.9154074          5.0540042          5.3675883          5.6513345          5.7674866
    18          2.5012412          2.7146769          3.1718551          3.4337904          3.7246958          3.8626116          4.4614707          4.6938587
    19          3.4646506          3.6065682          3.8661915          4.4148510          4.6782152          5.1504441          5.4133306          5.7933129
    20          2.9921661          3.0800516          3.8374143          3.9973466          4.4451934          4.5617520          4.6486762          4.8069664
    21          3.4111523          4.2882522          4.6924678          4.8255421          4.9406873          5.2199786          5.3248406          5.4888092
    22          3.5432462          3.6058757          4.1743530          4.3064457          4.5970601          4.8250897          4.9024459          5.0230536
    23          3.7531724          4.6135359          4.8557507          5.2318846          5.3298342          5.5295228          5.6618431          5.7302843
