-0.004047000          0.035047000          0.008131000
 0.006070000          0.031542000          0.007945000
-0.016187000          0.028037000          0.014070000
 0.016187000          0.028037000          0.007299000
-0.006070000          0.024533000          0.025950000
-0.028328000          0.021028000          0.008131000
 0.004047000          0.021028000          0.026712000
-0.018211000          0.017523000          0.025950000
 0.014164000          0.017523000          0.025149000
-0.008094000          0.014019000          0.021217000
 0.024281000          0.014019000          0.018959000
-0.030351000          0.010514000          0.007945000
 0.002023000          0.010514000          0.012686000
-0.020234000          0.007009000          0.026712000
 0.012141000          0.007009000          0.019550000
-0.010117000          0.003505000          0.012686000
 0.022258000          0.003505000          0.025149000
 0.000000000          0.000000000          0.000000000
 0.032375000          0.000000000          0.007299000
-0.022258000         -0.003505000          0.025149000
 0.010117000         -0.003505000          0.012686000
-0.012141000         -0.007009000          0.019550000
 0.020234000         -0.007009000          0.026712000
-0.002023000         -0.010514000          0.012686000
 0.030351000         -0.010514000          0.007945000
-0.024281000         -0.014019000          0.018959000
 0.008094000         -0.014019000          0.021217000
-0.014164000         -0.017523000          0.025149000
 0.018211000         -0.017523000          0.025950000
-0.004047000         -0.021028000          0.026712000
 0.006070000         -0.024533000          0.025950000
-0.006070000         -0.031542000          0.007945000
